gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000105880	0.3449	-0.2832	1.2688	0.5801	NA
ENSG00000196636	62.0936	0.0278	0.4242	0.9442	0.9625
ENSG00000224551	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000070669	464.4228	0.2316	0.4305	0.5642	0.6728
ENSG00000231812	0.2449	0.2498	1.3024	0.6007	NA
ENSG00000237818	0.8281	-0.7322	1.2501	0.2155	NA
ENSG00000231859	0.6142	-0.3225	1.2318	0.5531	NA
ENSG00000232032	1.0231	-0.3954	1.0793	0.5219	NA
ENSG00000232097	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000238228	6.9195	-1.1266	0.8149	0.0701	0.1394
ENSG00000266318	0.2027	0.0488	1.2919	0.9177	NA
ENSG00000266668	1.3014	-0.784	1.3055	0.1721	0.2776
ENSG00000183444	85.595	1.5155	0.3781	0	2e-04
ENSG00000243554	46.0147	1.6303	0.3934	0	1e-04
ENSG00000135175	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000164715	852.1121	-0.4842	0.2733	0.0687	0.1374
ENSG00000180535	1.8662	2.1356	1.347	0.0052	0.0166
ENSG00000205356	1140.8034	1.9973	0.4104	0	0
ENSG00000164713	1760.1469	2.0881	0.3971	0	0
ENSG00000006453	79.4214	0.3462	0.4831	0.4336	0.5544
ENSG00000272950	1.9576	0.4162	0.8613	0.5058	0.6204
ENSG00000214389	2681.9575	0.4673	0.2927	0.0994	0.1826
ENSG00000213455	0.2449	0.2498	1.3024	0.6007	NA
ENSG00000106236	6.7471	-0.864	0.9913	NA	NA
ENSG00000166448	0.2479	-0.1533	1.2953	0.7465	NA
ENSG00000196367	2519.1653	-0.4062	0.2976	0.1585	0.2608
ENSG00000266019	1.5933	-0.7903	1.0623	0.2198	0.3339
ENSG00000238109	5.2388	-1.2021	0.9072	0.064	0.1299
ENSG00000242687	30.9073	-0.1875	0.4141	0.6292	0.7284
ENSG00000198742	836.9736	-0.2949	0.252	0.231	0.3465
ENSG00000002079	35.114	1.3906	0.8616	0.0299	0.0708
ENSG00000284523	0.615	0.6929	1.2587	0.2329	NA
ENSG00000284292	3.0926	-0.6613	0.8273	0.2866	0.4064
ENSG00000241685	450.5283	2.5993	0.3594	0	0
ENSG00000130429	179.6334	1.4141	0.3849	1e-04	6e-04
ENSG00000106244	3896.8279	0.9805	0.3663	0.0048	0.0156
ENSG00000106245	1310.304	-0.3268	0.2501	0.1813	0.2887
ENSG00000106246	42.8595	1.3186	0.359	1e-04	6e-04
ENSG00000248919	0.7045	0.2617	1.2851	0.5971	NA
ENSG00000160917	509.7408	2.0454	0.3864	0	0
ENSG00000228335	8.8976	-0.1301	0.5571	0.7924	0.8549
ENSG00000241468	989.1103	0.5683	0.2964	0.0477	0.1028
ENSG00000198556	270.6468	-0.1765	0.2682	0.4991	0.6142
ENSG00000160908	400.2154	0.2262	0.2095	0.2726	0.3913
ENSG00000196652	612.2543	-0.5122	0.2101	0.0132	0.0362
ENSG00000221909	186.7467	-0.7806	0.3496	0.0194	0.0499
ENSG00000197343	653.8319	-0.8427	0.35	0.0117	0.0328
ENSG00000244219	0.8694	0.0624	1.1361	0.915	NA
ENSG00000197037	310.4541	-0.2377	0.2178	0.267	0.3851
ENSG00000224448	3.3542	0.1693	0.7474	0.7753	0.8427
ENSG00000106258	27.9924	-1.562	0.5726	0.0019	0.007
ENSG00000282301	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000160870	1.0935	-1.2204	1.2204	0.0674	0.1354
ENSG00000160868	0.4907	-0.2271	1.2376	0.6686	NA
ENSG00000021461	0.3943	-0.2685	1.3013	0.5765	NA
ENSG00000260445	0.4226	-0.2819	1.3024	0.5582	NA
ENSG00000260524	0.3309	-0.2291	1.2986	0.632	NA
ENSG00000244623	1.3216	-0.1293	1.2454	0.8029	0.8623
ENSG00000146833	906.6655	-0.6281	0.26	0.0133	0.0363
ENSG00000176402	5.7516	-1.5002	0.8807	0.0206	0.0524
ENSG00000237640	0.9976	-0.3783	1.0773	0.5398	NA
ENSG00000199711	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000160862	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000106261	4274.3837	-1.8447	0.3359	0	0
ENSG00000166529	167.7183	-0.7412	0.2729	0.0052	0.0167
ENSG00000166526	1036.1398	-0.9376	0.206	0	0
ENSG00000168090	3108.319	1.3401	0.4161	6e-04	0.0026
ENSG00000166508	3259.2397	1.5457	0.4326	1e-04	7e-04
ENSG00000207547	7.471	1.7613	0.9043	0.0076	0.023
ENSG00000207757	1.5441	-0.2953	0.8976	0.6389	0.7368
ENSG00000208036	1.1456	1.0133	1.1558	0.1204	0.2113
ENSG00000221838	287.8268	1.439	0.337	0	1e-04
ENSG00000106290	669.1817	1.3398	0.3515	1e-04	4e-04
ENSG00000242798	6.1239	0.4483	0.6818	0.4279	0.5494
ENSG00000166997	624.307	0.3633	0.303	0.215	0.3285
ENSG00000214309	17.6733	4.3296	0.8618	0	0
ENSG00000235077	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000214142	0.185	0.2248	1.3004	0.6368	NA
ENSG00000188186	791.8958	2.6761	0.4172	0	0
ENSG00000146826	150.8615	1.3886	0.3889	2e-04	8e-04
ENSG00000197093	140.8929	0.7997	0.7172	0.1698	0.2746
ENSG00000213420	43.4702	1.4412	0.4016	1e-04	7e-04
ENSG00000066923	133.3726	-1.7825	0.325	0	0
ENSG00000239521	159.9697	-0.6704	0.3124	0.026	0.0633
ENSG00000213413	8.1447	-1.2648	0.7061	0.0287	0.0686
ENSG00000214300	221.7782	-0.9162	0.2338	1e-04	4e-04
ENSG00000078319	417.6735	-0.1356	0.2573	0.5892	0.6942
ENSG00000201913	0.3732	-0.2514	1.3	0.6003	NA
ENSG00000242294	154.1525	-0.5564	0.4259	0.1619	0.2648
ENSG00000272752	5.8393	-0.053	0.6728	0.9248	0.9491
ENSG00000121716	86.1214	0.7957	0.3948	0.0325	0.0758
ENSG00000085514	7.9776	0.3825	0.8285	0.5362	0.6482
ENSG00000078487	40.4327	-0.7952	0.5352	0.0969	0.1791
ENSG00000146834	1042.7497	1.4069	0.3286	0	1e-04
ENSG00000241357	1.1007	-0.6671	1.1629	0.2778	0.3968
ENSG00000160813	130.9376	3.4897	0.5552	0	0
ENSG00000240211	4.3626	-0.697	0.6926	0.2222	0.3362
ENSG00000185955	12.5529	1.4204	0.8325	0.0244	0.0602
ENSG00000166925	1004.7538	2.5613	0.4511	0	0
ENSG00000166924	65.525	1.9867	0.6175	2e-04	9e-04
ENSG00000225807	0.5078	-0.1757	1.2925	0.7137	NA
ENSG00000106351	767.3409	0.6982	0.3652	0.0444	0.0972
ENSG00000184414	1.7464	-0.1418	1.0256	0.8195	0.8741
ENSG00000274272	17.0592	5.0357	1.0597	0	0
ENSG00000077454	146.9164	1.9005	0.446	0	0
ENSG00000106336	7.1235	1.2798	0.793	0.0376	0.0851
ENSG00000224729	0.2027	0.0488	1.2919	0.9177	NA
ENSG00000106333	22.8488	2.0925	0.6302	1e-04	5e-04
ENSG00000106330	196.8574	2.326	0.4276	0	0
ENSG00000106327	5.1944	0.5927	0.7525	0.3203	0.4418
ENSG00000172354	3109.031	3.4455	0.4498	0	0
ENSG00000146830	1020.9893	1.319	0.2505	0	0
ENSG00000172336	364.5682	3.1359	0.4292	0	0
ENSG00000130427	0.2027	0.0488	1.2919	0.9177	NA
ENSG00000146839	0.5789	-0.5206	1.2472	0.3522	NA
ENSG00000196411	4072.8018	1.4043	0.3142	0	0
ENSG00000263672	0.7282	-0.4103	1.2227	0.4631	NA
ENSG00000146828	720.316	2.0153	0.3176	0	0
ENSG00000236305	3.5107	1.3262	0.9226	0.0431	0.0947
ENSG00000087077	1130.624	2.9945	0.4022	0	0
ENSG00000087087	2240.3892	1.4221	0.3844	1e-04	5e-04
ENSG00000176125	5.8937	1.7603	0.7319	0.0029	0.0102
ENSG00000087085	4.6354	-1.2103	1.0648	0.0714	0.1414
ENSG00000169894	5.8637	-1.2529	0.7935	0.0418	0.0924
ENSG00000205277	0.772	-0.4151	1.3183	0.3961	NA
ENSG00000169876	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000169871	2060.3848	-0.2255	0.2513	0.3585	0.4803
ENSG00000106366	112839.6369	0.9845	0.7201	0.092	0.172
ENSG00000106367	1692.8945	1.0263	0.3989	0.0063	0.0194
ENSG00000264425	8.566	0.438	0.7018	0.4461	0.5662
ENSG00000128564	1.2191	0.743	1.0977	0.2431	0.3598
ENSG00000167011	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000213394	2.8671	1.4011	0.926	0.0333	0.0773
ENSG00000106397	2716.8973	1.9655	0.4746	0	0
ENSG00000106400	988.8019	2.4083	0.3282	0	0
ENSG00000106404	108.3737	0.7034	0.3082	0.0181	0.047
ENSG00000214253	1626.4493	2.1969	0.4353	0	0
ENSG00000278683	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000232445	30.5503	0.1198	0.7535	0.8406	0.8893
ENSG00000128581	441.562	0.313	0.3031	0.2855	0.4053
ENSG00000160963	0.9322	0.8352	1.1863	0.1829	NA
ENSG00000233123	0.1998	-0.1388	1.2948	0.7694	NA
ENSG00000257923	1920.7748	-0.8948	0.251	3e-04	0.0013
ENSG00000259294	0.3168	-0.0625	1.2909	0.8949	NA
ENSG00000272219	1.9724	-0.9239	1.1187	0.1542	0.2555
ENSG00000261535	0.5301	-0.2595	1.2312	0.6296	NA
ENSG00000280404	0.6507	-0.4283	1.2952	0.4025	NA
ENSG00000280004	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000279724	0.2479	-0.1533	1.2953	0.7465	NA
ENSG00000252824	0.3139	-0.219	1.2981	0.6467	NA
ENSG00000278586	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000160999	9.6976	1.8046	0.8116	0.004	0.0132
ENSG00000170409	5.8706	-0.3286	0.8578	0.5986	0.7022
ENSG00000200552	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000228546	4.1025	0.2848	0.7242	0.626	0.7258
ENSG00000260097	215.5937	-0.7848	0.5731	0.1195	0.2101
ENSG00000128563	474.0877	0.8739	0.3102	0.0035	0.0118
ENSG00000239969	1.1934	-0.8526	1.1714	0.1778	0.2843
ENSG00000239486	8.0287	-1.6472	0.7756	0.007	0.0213
ENSG00000221510	0.2915	-0.2057	1.2974	0.6663	NA
ENSG00000239480	1.637	0.1055	0.9682	0.8667	0.9087
ENSG00000160991	1294.1802	1.8719	0.3343	0	0
ENSG00000160993	128.8713	2.4448	0.3408	0	0
ENSG00000161036	321.0214	3.0538	0.5806	0	0
ENSG00000005075	1268.7571	0.9715	0.3259	0.0019	0.0072
ENSG00000170667	67.9487	-0.5953	0.5076	0.1955	0.3056
ENSG00000272949	13.6562	0.714	0.6294	0.1846	0.2924
ENSG00000168255	759.5092	0.1019	0.3845	0.7794	0.8458
ENSG00000205238	266.2684	-0.9381	0.5719	0.0622	0.1272
ENSG00000105808	206.0917	-1.0516	0.5331	0.0275	0.0662
ENSG00000279168	51.2623	-1.5264	0.7353	0.01	0.0286
ENSG00000205236	18.2024	0.7271	0.5803	0.153	0.2538
ENSG00000267368	1.7162	0.3485	0.9074	0.5806	0.6873
ENSG00000267645	6.5645	1.6676	0.9184	0.0118	0.0331
ENSG00000173678	278.6106	-0.9566	0.5798	0.0598	0.1233
ENSG00000228049	88.1089	-0.3086	0.5266	0.5145	0.6283
ENSG00000233297	43.1882	1.5793	0.5666	0.0015	0.0059
ENSG00000222011	152.4179	-0.5038	0.2612	0.048	0.1034
ENSG00000213385	7.5857	1.2232	0.6827	0.0308	0.0727
ENSG00000161040	85.5408	-0.2281	0.6733	0.6845	0.7741
ENSG00000252643	0.2661	0.2743	1.3045	0.5665	NA
ENSG00000238324	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000128606	160.2358	0.0947	0.6084	0.8571	0.9017
ENSG00000230257	36.7736	0.6948	0.7704	0.2495	0.3666
ENSG00000236226	0.3195	-0.0488	1.2641	0.922	NA
ENSG00000170632	884.2903	0.095	0.2383	0.6842	0.774
ENSG00000233025	14.2017	-3.5948	0.8953	0	0
ENSG00000161048	317.2321	-0.9955	0.2753	2e-04	0.001
ENSG00000224415	14.5434	1.2883	0.5306	0.0067	0.0204
ENSG00000236848	0.8691	-0.3702	1.0812	0.5476	NA
ENSG00000279482	0.6035	-0.2062	1.168	0.7189	NA
ENSG00000170629	12.0273	0.5434	0.8367	0.3822	0.504
ENSG00000237632	0.8865	0.2519	1.0878	0.679	NA
ENSG00000105819	1288.0741	-0.2044	0.2347	0.3742	0.496
ENSG00000105821	1014.6558	-0.6253	0.2751	0.0194	0.0499
ENSG00000161057	3054.6947	0.1339	0.2418	0.5717	0.6794
ENSG00000235354	4.4123	0.8974	0.7587	0.1348	0.2302
ENSG00000170615	12.8762	-1.9884	1.0579	0.0051	0.0163
ENSG00000234715	3.6388	-1.8647	1.4543	0.0107	0.0305
ENSG00000189056	31191.3612	-6.6414	1.8203	NA	NA
ENSG00000222386	0.4114	-0.2768	1.302	0.5652	NA
ENSG00000164815	585.4718	-0.3766	0.2954	0.1882	0.2968
ENSG00000187416	0.3132	-0.0634	1.267	0.8984	NA
ENSG00000197258	925.947	-0.1819	0.3552	0.5916	0.6962
ENSG00000226869	0.4788	-0.4169	1.2545	0.44	NA
ENSG00000225329	4.2054	-1.0867	1.0362	0.1009	0.1847
ENSG00000237513	2.1975	0.0584	0.8884	0.9258	0.9498
ENSG00000228393	30.5162	0.1314	0.4937	0.7703	0.839
ENSG00000239569	27.4417	1.2548	0.4912	0.005	0.016
ENSG00000005483	4211.5475	-1.6304	0.3831	0	1e-04
ENSG00000272918	20.3451	-1.1645	0.4517	0.0053	0.0168
ENSG00000135250	2314.321	-1.1424	0.2704	0	1e-04
ENSG00000270764	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000271482	0.6873	0.048	1.2166	0.9289	NA
ENSG00000213361	0.2814	0.2825	1.3052	0.5553	NA
ENSG00000244490	25.2924	1.0293	0.4356	0.011	0.0312
ENSG00000242154	3.4606	-1.2491	0.8911	0.0532	0.1122
ENSG00000201179	0.2169	-0.1529	1.2953	0.7471	NA
ENSG00000091127	1252.4168	-0.9091	0.3482	0.0063	0.0194
ENSG00000223886	5.9074	1.5623	0.757	0.0095	0.0275
ENSG00000135249	743.7923	-0.5626	0.2462	0.0195	0.05
ENSG00000185055	9.7316	-1.5574	0.6163	0.0032	0.0112
ENSG00000272604	33.5712	-0.8815	0.3597	0.0101	0.0289
ENSG00000231167	94.8001	2.0245	0.5822	1e-04	4e-04
ENSG00000146776	327.4486	-1.0407	0.2769	1e-04	6e-04
ENSG00000226624	2.1016	1.3647	1.1406	0.0463	0.1004
ENSG00000128536	29.0239	-0.2104	0.611	0.69	0.7787
ENSG00000008282	3284.3955	-0.5491	0.3575	0.1073	0.1936
ENSG00000242562	1.3152	1.1451	1.2021	0.0831	0.1589
ENSG00000105835	7166.2939	-0.7502	0.2479	0.002	0.0073
ENSG00000273320	1.1607	1.4593	1.264	0.0348	0.0801
ENSG00000243438	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000243797	9.2711	-1.7343	0.607	9e-04	0.0038
ENSG00000267052	24.1618	-1.5244	0.4687	4e-04	0.0018
ENSG00000253276	1707.7695	-0.499	0.3931	0.1787	0.2855
ENSG00000228742	90.8721	-0.0025	0.795	0.9967	0.9978
ENSG00000283585	3.3243	0.014	0.9812	0.9822	0.9876
ENSG00000105851	243.7945	0.1866	0.5333	0.6964	0.7834
ENSG00000005249	2266.4065	0.4497	0.4099	0.2427	0.3594
ENSG00000243193	15.2561	0.205	0.6707	0.7143	0.7972
ENSG00000105856	2641.2772	-1.5308	0.3706	0	1e-04
ENSG00000272072	22.9771	-1.7026	0.5656	6e-04	0.0027
ENSG00000164597	1812.6731	-1.3448	0.2536	0	0
ENSG00000228341	0.8788	-0.5646	1.2939	0.2937	NA
ENSG00000172209	2.43	-1.4969	1.0661	0.0296	0.0703
ENSG00000105865	169.9843	-0.2138	0.2459	0.3743	0.496
ENSG00000272854	3.5333	-0.2027	0.8717	0.7458	0.8204
ENSG00000075790	3215.0339	-0.7564	0.3003	0.0092	0.0268
ENSG00000238832	13.7059	-1.1044	0.5482	0.0234	0.0582
ENSG00000250474	20.9891	0.5807	0.4059	0.128	0.2214
ENSG00000225935	0.2281	-0.16	1.2955	0.736	NA
ENSG00000233705	1.7316	-1.1376	1.207	0.0844	0.1609
ENSG00000091137	84.2554	-1.9091	0.6057	2e-04	0.0013
ENSG00000241764	18.8346	2.2179	0.5896	0	1e-04
ENSG00000105879	957.4042	-0.8465	0.2622	9e-04	0.0039
ENSG00000091138	0.356	-0.0514	1.2543	0.9193	NA
ENSG00000091140	2685.8326	-0.2171	0.1901	0.2472	0.364
ENSG00000091136	33681.3765	-0.4617	0.2266	0.0379	0.0857
ENSG00000273055	94.9746	-0.1399	0.2838	0.6116	0.7139
ENSG00000238297	1.6691	-0.8589	1.0174	0.1863	0.2945
ENSG00000091128	18.8453	0.0685	0.5247	0.8847	0.9214
ENSG00000091129	3635.3816	-0.344	0.7784	0.5692	0.6771
ENSG00000135241	1171.9408	-0.9229	0.2789	7e-04	0.0029
ENSG00000231006	674.5839	3.6462	0.5187	0	0
ENSG00000177683	466.6922	-1.211	0.3426	2e-04	0.0011
ENSG00000128590	647.3994	-1.3655	0.45	0.001	0.0042
ENSG00000227968	1.1074	0.5548	1.1449	0.3625	0.4843
ENSG00000234273	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000237064	0.511	0.3984	1.3116	0.4182	NA
ENSG00000226965	0.2281	-0.16	1.2955	0.736	NA
ENSG00000184903	125.9294	-0.3358	0.384	0.3557	0.4776
ENSG00000228540	0.4159	0.0583	1.1893	0.9164	NA
ENSG00000173114	6.7697	-2.3857	1.1592	0.0015	0.006
ENSG00000243621	0.6929	-0.6184	1.2466	0.282	NA
ENSG00000227948	0.3309	-0.2291	1.2986	0.632	NA
ENSG00000128512	4842.0524	-0.9731	0.356	0.0041	0.0137
ENSG00000225572	17.8845	-2.3036	0.8151	3e-04	0.0014
ENSG00000222346	2.1184	-0.3972	0.999	0.5292	0.6417
ENSG00000234358	4.0594	-1.574	1.0837	0.0235	0.0583
ENSG00000198839	727.0725	-0.6418	0.3703	0.0681	0.1365
ENSG00000226851	7.2144	-3.2368	1.4114	2e-04	0.001
ENSG00000230999	0.1716	-0.1269	1.2944	0.7885	NA
ENSG00000236232	0.2057	-0.1467	1.2951	0.7569	NA
ENSG00000006652	1025.4455	-0.8313	0.3029	0.0045	0.0147
ENSG00000180019	0.2414	0.0488	1.2919	0.9177	NA
ENSG00000181016	26.8603	-0.2906	0.4605	0.4941	0.61
ENSG00000146802	869.6178	-0.5797	0.2597	0.0221	0.0555
ENSG00000164603	264.4589	-1.0938	0.3686	0.0018	0.0067
ENSG00000164604	19.8803	-0.9272	0.8996	0.148	0.2473
ENSG00000225457	0.1716	-0.1269	1.2944	0.7885	NA
ENSG00000214194	1045.493	0.0232	0.2828	0.9327	0.9542
ENSG00000128573	35.4532	-3.9957	1.3657	0	1e-04
ENSG00000236580	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000135272	1313.0229	-2.08	0.6282	1e-04	6e-04
ENSG00000233607	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000225535	0.446	-0.2963	1.3037	0.5391	NA
ENSG00000105967	303.15	1.2273	0.696	0.0323	0.0753
ENSG00000279086	13.6949	0.7165	0.7252	0.2212	0.3354
ENSG00000135269	1620.9502	-0.9423	0.2669	3e-04	0.0014
ENSG00000243243	82.0113	-0.5372	0.589	0.2963	0.4169
ENSG00000237813	7.4709	-0.8497	0.5902	0.0988	0.182
ENSG00000237870	193.2973	-0.5971	0.6643	0.2836	0.4034
ENSG00000105971	6524.8233	-0.3272	0.2338	0.1533	0.2542
ENSG00000213167	2.1782	-0.7985	1.2331	0.1891	0.2978
ENSG00000105974	52209.3351	-0.1828	0.3241	0.5578	0.6669
ENSG00000235427	25.5954	-2.3634	0.7048	0	3e-04
ENSG00000243220	1.1705	-0.0805	0.9904	0.8977	0.9304
ENSG00000231210	4.0182	-0.6279	0.8795	0.32	0.4416
ENSG00000105976	2604.1006	-0.831	0.4065	0.0295	0.0701
ENSG00000198898	5178.7625	-0.4437	0.3041	0.1312	0.2254
ENSG00000235945	7.1667	-2.5877	1.1348	6e-04	0.0028
ENSG00000227199	10.8335	0.0082	0.5202	0.9861	0.9904
ENSG00000004866	734.8799	-0.4535	0.2459	0.0594	0.1226
ENSG00000214188	3.5235	-1.4205	0.8735	0.0275	0.0662
ENSG00000228368	0.542	-0.345	1.3037	0.4814	NA
ENSG00000213050	1.8549	-0.2966	1.0414	0.6335	0.7319
ENSG00000226367	3.8022	-2.767	1.4338	9e-04	0.0037
ENSG00000227532	0.1716	-0.1269	1.2944	0.7885	NA
ENSG00000105989	1.0886	-0.6458	1.3042	0.2378	0.3541
ENSG00000001626	0.4958	-0.3146	1.3045	0.5161	NA
ENSG00000077063	4.1752	-2.9141	1.4494	6e-04	0.0026
ENSG00000128534	1125.0217	0.2044	0.2912	0.4691	0.5871
ENSG00000106013	3.9306	-0.8517	0.7863	0.1626	0.2656
ENSG00000184408	3.2332	-1.3672	1.4135	0.0361	0.0825
ENSG00000106025	1327.0993	-2.1248	0.6699	1e-04	8e-04
ENSG00000071243	526.0677	-0.9955	0.3264	0.0015	0.0059
ENSG00000202225	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000106034	40.6887	-0.8086	0.7102	0.1628	0.2659
ENSG00000212628	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000002745	1.8714	-0.1876	0.8663	0.7639	0.8339
ENSG00000196937	2764.2918	-0.6956	0.2581	0.0057	0.018
ENSG00000227371	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000234985	1.9964	1.0576	1.2897	0.0936	0.1744
ENSG00000106278	0.2308	-0.1388	1.2948	0.7694	NA
ENSG00000008311	956.4578	-1.5173	0.4592	3e-04	0.0016
ENSG00000252003	0.5688	-0.303	1.227	0.5783	NA
ENSG00000226636	0.5423	-0.2651	1.2356	0.6205	NA
ENSG00000234418	0.4011	0.3355	1.3106	0.4864	NA
ENSG00000081803	1433.8274	-0.6407	0.2843	0.0202	0.0516
ENSG00000240499	15.5711	-2.2856	0.6982	1e-04	4e-04
ENSG00000235459	244.0968	3.2289	0.8009	0	0
ENSG00000188050	2.6634	-1.0559	0.9366	0.1047	0.1901
ENSG00000235631	6.1763	-0.7863	0.684	0.1655	0.2691
ENSG00000227573	0.3982	0.1895	1.2958	0.6911	NA
ENSG00000128519	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000164675	4.7994	-1.0474	0.744	0.0782	0.1521
ENSG00000128609	1524.8312	-0.6189	0.2812	0.0234	0.0582
ENSG00000146809	0.2281	-0.16	1.2955	0.736	NA
ENSG00000170807	1.8783	-0.8648	1.0952	0.1808	0.2881
ENSG00000106299	1457.5371	-1.2024	0.3353	2e-04	0.001
ENSG00000272686	37.5116	0.1791	0.4455	0.6649	0.7581
ENSG00000201104	3.1529	-1.7966	1.079	0.0109	0.0309
ENSG00000106302	2.7811	-1.0813	0.9283	0.0963	0.1782
ENSG00000213296	0.7455	0.3263	1.1175	0.5878	NA
ENSG00000279419	0.9689	0.0301	1.1882	0.9569	NA
ENSG00000170775	36.3684	0.3772	0.7313	0.5208	0.6341
ENSG00000275356	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000128513	745.2337	-0.9454	0.3209	0.0022	0.0081
ENSG00000224897	2.865	0.3198	0.8907	0.611	0.7136
ENSG00000186676	2.7367	0.6945	1.0804	0.2745	0.3933
ENSG00000205898	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000213291	0.2991	0.1435	1.272	0.7724	NA
ENSG00000179603	0.3278	-0.0301	1.2912	0.9491	NA
ENSG00000236105	1.1516	-0.345	0.9934	0.5841	0.6901
ENSG00000048405	767.3357	-1.2145	0.2909	0	1e-04
ENSG00000279265	13.9669	-0.1247	0.5137	0.7883	0.852
ENSG00000224138	44.2808	-0.1726	0.4025	0.6488	0.7445
ENSG00000280347	161.6591	-1.6501	0.3851	0	0
ENSG00000179562	576.8425	0.3431	0.1979	0.0788	0.1528
ENSG00000004059	1342.8429	1.9825	0.2874	0	0
ENSG00000106328	1.902	-0.7358	0.9724	0.253	0.3702
ENSG00000106331	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000240790	0.2703	0.0488	1.2919	0.9177	NA
ENSG00000197157	7287.3371	0.5182	0.2983	0.0727	0.1433
ENSG00000240579	0.9636	0.0187	1.1505	0.9742	NA
ENSG00000279078	5.6727	-2.1713	1.1161	0.003	0.0105
ENSG00000128594	34.7327	-1.3684	0.6308	0.011	0.0311
ENSG00000207588	0.6979	0.4806	1.3078	0.347	NA
ENSG00000174697	17.273	-1.4705	1.5987	0.0156	0.0416
ENSG00000272915	0.0887	0.1454	1.2958	0.7585	NA
ENSG00000106344	1623.47	-0.4406	0.2801	0.1055	0.1911
ENSG00000224940	0.4299	0.4835	1.2675	0.3717	NA
ENSG00000106348	1735.7481	2.947	0.5381	0	0
ENSG00000273184	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000135245	160.8168	0.3405	0.2247	0.1228	0.2146
ENSG00000240758	1.61	-1.6848	1.2651	0.0187	0.0483
ENSG00000165055	754.7093	0.1038	0.2548	0.6764	0.7674
ENSG00000276988	3.625	0.2592	0.7476	0.6623	0.756
ENSG00000273270	106.512	0.5422	0.3014	0.0629	0.1282
ENSG00000280828	23.0257	-1.5889	0.644	0.0035	0.012
ENSG00000213280	59.1515	3.177	0.679	0	0
ENSG00000242588	26.2898	0.0764	0.5969	0.883	0.9202
ENSG00000281896	78.1482	-1.6135	0.5685	0.0012	0.0049
ENSG00000243302	199.7334	0.7287	0.4205	0.0639	0.1298
ENSG00000230715	74.4355	3.4536	0.6159	0	0
ENSG00000229413	11.4431	4.3855	1.1469	0	0
ENSG00000243679	67.1501	5.4523	0.62	0	0
ENSG00000281490	159.2292	1.1914	0.459	0.0048	0.0156
ENSG00000271553	10.7097	-0.8205	0.5653	0.1001	0.1837
ENSG00000241493	1.2219	-0.8497	1.165	0.18	0.2871
ENSG00000205085	12.9913	-0.7216	0.5419	0.1357	0.2313
ENSG00000271344	7.6779	-0.7952	0.6218	0.1363	0.2321
ENSG00000201041	0.8719	0.51	1.238	0.3653	NA
ENSG00000135248	0.5194	-0.3212	1.178	0.5766	NA
ENSG00000128595	21495.8946	-0.9112	0.3045	0.0019	0.0073
ENSG00000244218	12.5666	-1.1737	0.6068	0.0252	0.0617
ENSG00000128617	70.9343	0.1154	0.2745	0.6657	0.7586
ENSG00000128596	33.9985	-0.0314	0.572	0.9503	0.9665
ENSG00000128591	5966.074	2.0077	0.4758	0	0
ENSG00000242902	2.8792	1.0163	0.9234	0.1165	0.2061
ENSG00000135253	7.8547	3.1053	1.1778	1e-04	6e-04
ENSG00000128524	930.5904	2.6365	0.3555	0	0
ENSG00000272899	11.0979	0.7791	0.5541	0.1131	0.2016
ENSG00000224163	122.2735	3.3595	0.5204	0	0
ENSG00000128604	15.5969	0.8017	0.7186	0.1692	0.2738
ENSG00000275106	4.1221	-0.8143	0.7651	0.1762	0.2825
ENSG00000064419	2599.8607	-0.0169	0.2222	0.9383	0.9582
ENSG00000242241	0.7589	-0.6518	1.2537	0.2582	NA
ENSG00000244556	6.4463	-1.4565	0.7366	0.014	0.038
ENSG00000230359	13.0833	0.2802	0.4422	0.4952	0.6108
ENSG00000242162	0.433	0.0394	1.1883	0.9435	NA
